,file_name,column_name,task_id,start_time,end_time,hostname,host_ip,pid,alert_type
0,IEEE/123.glm,None,1da066b8-42c9-4d7d-934c-cae2171b0a55,1659059253.5718398,1659059254.2905211,worker-958c7bb4d-gmd7p,192.168.18.167,11,SAVED_DATA
0,IEEE/13.glm,None,93e614cc-b78b-46bd-a8c9-a3407d2ad47f,1659059253.6356306,1659059254.2905185,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,IEEE/37.glm,None,79b2b80c-e8f6-4877-8fa1-99a75015d3b5,1659059253.6903954,1659059254.3068645,worker-958c7bb4d-9mf8w,192.168.72.56,11,SAVED_DATA
0,PG&E/D0001.glm,None,0844cf88-3561-461b-9be9-a13d47869faa,1659059254.354058,1659059256.1391752,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,IEEE/342.glm,None,31e0b9e3-7e52-4717-b6ee-629d8eb58add,1659059253.6639981,1659059256.34721,worker-958c7bb4d-brdbh,192.168.58.159,11,SAVED_DATA
0,PG&E/BU0001.glm,None,b77bec25-f37d-4f70-a8eb-fae95665a974,1659059254.362075,1659059257.3516645,worker-958c7bb4d-gmd7p,192.168.18.167,11,SAVED_DATA
0,IEEE/8500.glm,None,b6e12b42-c587-41c0-bb1f-3231b7c68d50,1659059253.721532,1659059257.992131,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,PG&E/MO0001.glm,None,10a32652-7131-4d0f-a4a0-083476e96cd4,1659059256.192921,1659059257.639768,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,PG&E/BR0015.glm,None,000e9067-7ba2-47c8-aac7-b7d8b37e33d6,1659059253.8057263,1659059259.5753226,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,taxonomy/R1-12470-1.glm,None,68748938-9d5f-4547-9682-5c1b2f12a270,1659059257.6943643,1659059261.9677222,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,taxonomy/R1-25000-5.glm,None,d53b20a1-758c-4008-bca8-75eaca5ef8b4,1659059262.02021,1659059262.818011,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,taxonomy/R2-25000-4.glm,None,f3d09759-6420-4cc7-95ea-921c837eec04,1659059262.8659341,1659059264.6645968,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,PG&E/AT0001.glm,None,73610b23-72bf-479f-b2e2-d23ad23d14b3,1659059253.7813172,1659059265.003603,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,PG&E/PL0001.glm,None,a552b222-e374-47ec-b85f-24e51a47debf,1659059259.6503806,1659059265.6136212,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,taxonomy/R1-12470-3.glm,None,7db7e8d7-291f-468d-9c2d-8b1b9041f837,1659059265.68162,1659059266.2909288,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,PG&E/TMP0009.glm,None,3e845d94-376f-4dde-9e05-b5560be62d02,1659059258.0539446,1659059266.5092618,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R2-12470-2.glm,None,8a2b5b95-013c-4c98-be36-75d674dfa010,1659059266.3582633,1659059267.3804107,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
1,taxonomy/R1-12470-4.glm,None,30b84be5-bd83-4523-8c68-7273832a3bc1,1659059266.575478,1659059267.3726988,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R2-12470-3.glm,None,a6c8316e-c708-47be-a421-5a1f02bbe773,1659059267.477648,1659059269.0872908,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R3-12470-1.glm,None,8b112ee6-2b04-44f1-ba57-ac748c67b07e,1659059267.470718,1659059269.5338376,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,PG&E/AL0001.glm,None,61de00b0-85f2-4927-b047-bd2f34d4c9e8,1659059253.7512028,1659059270.0536335,worker-958c7bb4d-4dhdp,192.168.59.27,10,SAVED_DATA
0,taxonomy/R3-12470-2.glm,None,9fa1ac7f-7fb3-4be3-a537-160114e31abe,1659059269.1569664,1659059270.1501694,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R4-12470-2.glm,None,0800dcf8-6dd9-4a87-80ee-b04fc30ef790,1659059269.6023445,1659059270.3324966,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,taxonomy/R4-25000-3.glm,None,5e70211f-5c74-4ebf-b470-820e1ff72c1b,1659059270.2100537,1659059270.874068,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R5-12470-1.glm,None,759e8ce2-98c9-41ea-bae7-3bf64e9b3b89,1659059270.1217432,1659059271.1312761,worker-958c7bb4d-4dhdp,192.168.59.27,10,SAVED_DATA
0,PG&E/OC0001.glm,None,29117d7c-3542-45cf-ae88-ac3da887b9ee,1659059265.074836,1659059271.5302265,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,taxonomy/R1-12470-2.glm,None,83f03e95-7b1f-4385-90ca-a416afa1bf84,1659059271.5883343,1659059272.4225981,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,taxonomy/R5-12470-4.glm,None,7a2eb9db-292c-4da9-9396-7a1d80e4a80a,1659059270.9178488,1659059273.4445357,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R2-12470-1.glm,None,65d1e158-0a75-4f42-9f49-0497c75b2838,1659059272.484548,1659059273.5174685,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,IEEE/123.glm,None,6f563b0d-047f-46ca-9899-5abf4481970d,1659059273.510037,1659059274.0567982,worker-958c7bb4d-gmd7p,192.168.18.167,10,SAVED_DATA
0,taxonomy/R3-12470-3.glm,None,6e50437b-9762-40ec-911a-28939e1f9602,1659059264.7738,1659059275.0605721,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,IEEE/13.glm,None,23eb95c8-b0bd-43b4-be98-4420d9866236,1659059275.1085327,1659059275.6330063,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,taxonomy/R2-35000-5.glm,None,84e6d6bb-43a4-480a-8999-99e21a9411d0,1659059273.584378,1659059275.8992093,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,IEEE/37.glm,None,2e5e1d3d-07eb-4b4e-8a14-0ad567560fa7,1659059275.6927562,1659059276.1122086,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
1,taxonomy/R5-12470-5.glm,None,64202448-0d9f-4ddc-b89e-c96835c7b51b,1659059271.1858063,1659059276.0814407,worker-958c7bb4d-4dhdp,192.168.59.27,10,SAVED_DATA
0,taxonomy/R4-12470-1.glm,None,84f85683-7eda-4524-ad3a-f2c88de6087c,1659059275.9729917,1659059277.4530783,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,PG&E/D0001.glm,None,67cb6f98-2556-4ce9-82d4-f73407fbeaeb,1659059276.1652634,1659059277.8640156,worker-958c7bb4d-4dhdp,192.168.59.27,11,SAVED_DATA
0,PG&E/MC0001.glm,None,491d0be8-6db2-4041-88e8-21df10ada6e9,1659059254.3821747,1659059278.6733203,worker-958c7bb4d-9mf8w,192.168.72.56,11,SAVED_DATA
0,taxonomy/R5-12470-2.glm,None,34258fda-1359-4ac6-b4d4-5f6aa9556a6a,1659059277.504118,1659059278.9763954,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
0,taxonomy/R5-12470-3.glm,None,7c45edbb-2586-4a3c-96d2-40a3a12a4032,1659059270.4063578,1659059279.9229887,worker-958c7bb4d-9mf8w,192.168.72.56,10,SAVED_DATA
0,taxonomy/R5-35000-7.glm,None,af72d52d-4566-4f21-b0ba-d26c08a9454f,1659059278.7301857,1659059280.3362808,worker-958c7bb4d-9mf8w,192.168.72.56,11,SAVED_DATA
0,taxonomy/R5-25000-6.glm,None,644de27b-4867-4407-8dcb-a6df2fbbb7ae,1659059279.04252,1659059282.102148,worker-958c7bb4d-brdbh,192.168.58.159,10,SAVED_DATA
